event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-11-22 14:58:09+00:00,cart,5839238,1487580013841613016,,concept,5.83,621351424,e17af696-727b-447c-a98a-f0f6e98039fd
2019-11-22 14:58:12+00:00,cart,5839239,1487580013841613016,,concept,5.83,621351424,e17af696-727b-447c-a98a-f0f6e98039fd
2019-11-22 15:02:32+00:00,cart,5866057,1487580011627020412,,lsanic,1.78,621351424,e17af696-727b-447c-a98a-f0f6e98039fd
2019-11-22 15:06:19+00:00,view,5884620,1487580011627020412,,dizao,3.79,621351424,df8fb404-1dc5-4c8f-97a6-f920a48b3d46
2019-11-22 15:06:52+00:00,view,5761285,1487580011627020412,,dizao,0.86,621351424,e17af696-727b-447c-a98a-f0f6e98039fd
2019-11-22 15:26:45+00:00,view,5761285,1487580011627020412,,dizao,0.86,621351424,e17af696-727b-447c-a98a-f0f6e98039fd
2019-11-22 16:37:02+00:00,view,5844142,1487580008263189483,,,12.65,564503908,fa9fc116-50e0-4055-9cf5-aacda59c25ba
2019-11-22 16:37:53+00:00,remove_from_cart,5843951,1487580008263189483,,,12.56,564503908,fa9fc116-50e0-4055-9cf5-aacda59c25ba
2019-11-22 16:40:19+00:00,purchase,5844142,1487580008263189483,,,12.65,564503908,fa9fc116-50e0-4055-9cf5-aacda59c25ba
2019-11-22 16:56:45+00:00,view,38483,1487580006300255120,,runail,62.35,495591102,4e95714f-086b-4991-9f7d-8fbd21281489
2019-11-22 16:56:59+00:00,view,5877454,1487580006300255120,,jessnail,37.63,495591102,4e95714f-086b-4991-9f7d-8fbd21281489
2019-11-22 17:02:16+00:00,view,4621,1487580006300255120,,runail,37.86,495591102,4e95714f-086b-4991-9f7d-8fbd21281489
2019-11-22 17:02:38+00:00,view,5877452,1487580006300255120,,jessnail,38.52,495591102,4e95714f-086b-4991-9f7d-8fbd21281489
2019-11-22 17:03:10+00:00,view,5877454,1487580006300255120,,jessnail,37.63,495591102,4e95714f-086b-4991-9f7d-8fbd21281489
2019-11-22 17:04:32+00:00,view,5760791,1487580005134238553,,runail,2.35,498331418,2969cfcd-ab34-c696-f225-78d392c7d505
2019-11-22 17:05:22+00:00,view,5896418,1487580006300255120,,jessnail,41.83,495591102,4e95714f-086b-4991-9f7d-8fbd21281489
2019-11-22 17:06:07+00:00,view,5877454,1487580006300255120,,jessnail,37.63,495591102,4e95714f-086b-4991-9f7d-8fbd21281489
2019-11-22 17:07:17+00:00,cart,5877454,1487580006300255120,,jessnail,37.63,495591102,4e95714f-086b-4991-9f7d-8fbd21281489
2019-11-22 17:07:22+00:00,cart,5877454,1487580006300255120,,jessnail,37.63,495591102,4e95714f-086b-4991-9f7d-8fbd21281489
2019-11-22 17:07:28+00:00,remove_from_cart,5877454,1487580006300255120,,jessnail,37.63,495591102,4e95714f-086b-4991-9f7d-8fbd21281489
2019-11-22 17:16:12+00:00,purchase,5877454,1487580006300255120,,jessnail,37.63,495591102,4e95714f-086b-4991-9f7d-8fbd21281489
2019-11-22 17:22:53+00:00,view,5774237,1487580009051717646,,,35.7,562482446,8bd427d4-59d3-448a-8952-2926a9caa2cc
2019-11-22 17:23:30+00:00,cart,5774237,1487580009051717646,,,35.7,562482446,8bd427d4-59d3-448a-8952-2926a9caa2cc
2019-11-22 17:24:17+00:00,view,5696227,1487580009051717646,,bluesky,76.76,562482446,8bd427d4-59d3-448a-8952-2926a9caa2cc
2019-11-22 17:25:37+00:00,view,5774237,1487580009051717646,,,35.7,562482446,8bd427d4-59d3-448a-8952-2926a9caa2cc
2019-11-22 17:26:24+00:00,cart,5774237,1487580009051717646,,,35.7,562482446,8bd427d4-59d3-448a-8952-2926a9caa2cc
2019-11-22 17:26:27+00:00,cart,5774237,1487580009051717646,,,35.7,562482446,8bd427d4-59d3-448a-8952-2926a9caa2cc
2019-11-22 17:26:29+00:00,remove_from_cart,5774237,1487580009051717646,,,35.7,562482446,8bd427d4-59d3-448a-8952-2926a9caa2cc
2019-11-22 17:26:31+00:00,remove_from_cart,5774237,1487580009051717646,,,35.7,562482446,8bd427d4-59d3-448a-8952-2926a9caa2cc
2019-11-22 17:29:52+00:00,purchase,5774237,1487580009051717646,,,35.7,562482446,ee41292a-fe2c-4df9-81e4-a6763fd0e47a
2019-11-22 17:59:18+00:00,view,5863282,1783999072332415142,,deoproce,17.97,329768525,fdbe469c-f358-4e8f-9c4a-6435cb95fab8
2019-11-22 17:59:48+00:00,cart,5863282,1783999072332415142,,deoproce,17.97,329768525,fdbe469c-f358-4e8f-9c4a-6435cb95fab8
2019-11-22 17:59:51+00:00,cart,5863282,1783999072332415142,,deoproce,17.97,329768525,fdbe469c-f358-4e8f-9c4a-6435cb95fab8
2019-11-22 17:59:53+00:00,cart,5863282,1783999072332415142,,deoproce,17.97,329768525,fdbe469c-f358-4e8f-9c4a-6435cb95fab8
2019-11-22 17:59:53+00:00,remove_from_cart,5863282,1783999072332415142,,deoproce,17.97,329768525,fdbe469c-f358-4e8f-9c4a-6435cb95fab8
2019-11-22 18:01:37+00:00,purchase,5863282,1783999072332415142,,deoproce,17.97,329768525,fdbe469c-f358-4e8f-9c4a-6435cb95fab8
2019-11-22 18:02:38+00:00,view,5863282,1783999072332415142,,deoproce,17.97,329768525,70df86da-73fa-4770-b3d8-d866c6a6519c
2019-11-22 18:04:09+00:00,view,5863282,1783999072332415142,,deoproce,17.97,329768525,70df86da-73fa-4770-b3d8-d866c6a6519c
2019-11-22 18:04:42+00:00,view,5864081,1487580013950664926,,deoproce,20.6,329768525,70df86da-73fa-4770-b3d8-d866c6a6519c
2019-11-22 18:05:48+00:00,cart,5863283,1783999072332415142,,deoproce,19.48,329768525,70df86da-73fa-4770-b3d8-d866c6a6519c
2019-11-22 18:06:24+00:00,view,5863283,1783999072332415142,,deoproce,19.48,329768525,70df86da-73fa-4770-b3d8-d866c6a6519c
2019-11-22 18:06:50+00:00,view,5863283,1783999072332415142,,deoproce,19.48,329768525,70df86da-73fa-4770-b3d8-d866c6a6519c
2019-11-22 18:24:22+00:00,purchase,5866057,1487580011627020412,,lsanic,1.78,621351424,9d7b38d2-821d-48f2-b5f0-ec60fd385bdd
2019-11-22 18:24:22+00:00,purchase,5839238,1487580013841613016,,concept,5.83,621351424,9d7b38d2-821d-48f2-b5f0-ec60fd385bdd
2019-11-22 18:24:22+00:00,purchase,5839239,1487580013841613016,,concept,5.83,621351424,9d7b38d2-821d-48f2-b5f0-ec60fd385bdd
2019-11-22 18:37:15+00:00,view,5739472,1487580008246412266,,kapous,4.51,563022893,809b1155-ccd1-4407-8b46-5aa1e639602a
2019-11-22 18:37:33+00:00,view,19162,1487580008447738866,,cnd,9.97,526586277,2c6d6c02-bdea-4763-815a-bca2c4892ca3
2019-11-22 18:53:14+00:00,view,5844264,1487580010242900029,,osmo,15.48,426829074,65934b2e-c1b9-490d-8d70-75e265a0bd9b
2019-11-22 19:00:57+00:00,cart,5844264,1487580010242900029,,osmo,15.48,426829074,65934b2e-c1b9-490d-8d70-75e265a0bd9b
2019-11-22 19:01:02+00:00,cart,5844264,1487580010242900029,,osmo,15.48,426829074,65934b2e-c1b9-490d-8d70-75e265a0bd9b
2019-11-22 19:01:02+00:00,cart,5844264,1487580010242900029,,osmo,15.48,426829074,65934b2e-c1b9-490d-8d70-75e265a0bd9b
2019-11-22 19:01:02+00:00,cart,5844264,1487580010242900029,,osmo,15.48,426829074,65934b2e-c1b9-490d-8d70-75e265a0bd9b
2019-11-22 19:01:03+00:00,cart,5844264,1487580010242900029,,osmo,15.48,426829074,65934b2e-c1b9-490d-8d70-75e265a0bd9b
2019-11-22 19:01:03+00:00,cart,5844264,1487580010242900029,,osmo,15.48,426829074,65934b2e-c1b9-490d-8d70-75e265a0bd9b
2019-11-22 19:01:04+00:00,cart,5844264,1487580010242900029,,osmo,15.48,426829074,65934b2e-c1b9-490d-8d70-75e265a0bd9b
2019-11-22 19:01:05+00:00,cart,5844264,1487580010242900029,,osmo,15.48,426829074,65934b2e-c1b9-490d-8d70-75e265a0bd9b
2019-11-22 19:01:05+00:00,cart,5844264,1487580010242900029,,osmo,15.48,426829074,65934b2e-c1b9-490d-8d70-75e265a0bd9b
2019-11-22 19:03:08+00:00,purchase,5844264,1487580010242900029,,osmo,15.48,426829074,65934b2e-c1b9-490d-8d70-75e265a0bd9b
2019-11-22 19:05:26+00:00,view,5777433,1487580010293231679,,lakme,11.35,415067761,7ba42f90-9962-ca9d-efe1-edee4fcd7620
2019-11-22 19:06:34+00:00,view,5777433,1487580010293231679,,lakme,11.35,415067761,7ba42f90-9962-ca9d-efe1-edee4fcd7620
2019-11-22 19:06:49+00:00,cart,5777433,1487580010293231679,,lakme,11.35,415067761,7ba42f90-9962-ca9d-efe1-edee4fcd7620
2019-11-22 19:08:05+00:00,view,5777433,1487580010293231679,,lakme,11.35,415067761,7ba42f90-9962-ca9d-efe1-edee4fcd7620
2019-11-22 19:08:32+00:00,view,5777433,1487580010293231679,,lakme,11.35,415067761,7ba42f90-9962-ca9d-efe1-edee4fcd7620
2019-11-22 19:10:12+00:00,cart,5777433,1487580010293231679,,lakme,11.35,415067761,7ba42f90-9962-ca9d-efe1-edee4fcd7620
2019-11-22 19:10:14+00:00,cart,5777433,1487580010293231679,,lakme,11.35,415067761,7ba42f90-9962-ca9d-efe1-edee4fcd7620
2019-11-22 19:11:37+00:00,purchase,5777433,1487580010293231679,,lakme,11.35,415067761,7ba42f90-9962-ca9d-efe1-edee4fcd7620
2019-11-22 19:15:15+00:00,cart,5739472,1487580008246412266,,kapous,4.51,563022893,809b1155-ccd1-4407-8b46-5aa1e639602a
2019-11-22 19:18:37+00:00,view,5744200,1487580012574933146,,,5.43,563022893,bc3a2ed9-d60a-4e4a-ba45-bf57d68c84c3
2019-11-22 19:24:03+00:00,view,5744200,1487580012574933146,,,5.43,563022893,bc3a2ed9-d60a-4e4a-ba45-bf57d68c84c3
2019-11-22 19:25:48+00:00,cart,5744200,1487580012574933146,,,5.43,563022893,bc3a2ed9-d60a-4e4a-ba45-bf57d68c84c3
2019-11-22 19:28:27+00:00,view,5772164,1487580005268456287,,grattol,5.63,302896750,05f8aaff-91de-4ee9-bd24-6991f4aa9f96
2019-11-22 19:29:58+00:00,view,5772167,1487580005268456287,,grattol,5.63,302896750,c3d110cd-8c31-4f92-9a4e-7dff68345dcf
2019-11-22 19:30:27+00:00,cart,5772167,1487580005268456287,,grattol,5.63,302896750,c3d110cd-8c31-4f92-9a4e-7dff68345dcf
2019-11-22 19:30:46+00:00,view,5663268,1487580008447738866,,cnd,10.0,526586277,2c6d6c02-bdea-4763-815a-bca2c4892ca3
2019-11-22 19:31:31+00:00,purchase,5739472,1487580008246412266,,kapous,4.51,563022893,bc3a2ed9-d60a-4e4a-ba45-bf57d68c84c3
2019-11-22 19:31:31+00:00,purchase,5744200,1487580012574933146,,,5.43,563022893,bc3a2ed9-d60a-4e4a-ba45-bf57d68c84c3
2019-11-22 19:31:55+00:00,view,5730206,1487580005092295511,,,9.29,302896750,05f8aaff-91de-4ee9-bd24-6991f4aa9f96
2019-11-22 19:32:21+00:00,cart,5730206,1487580005092295511,,,9.29,302896750,05f8aaff-91de-4ee9-bd24-6991f4aa9f96
2019-11-22 19:35:45+00:00,cart,5844894,1487580008313521133,,,5.78,302896750,05f8aaff-91de-4ee9-bd24-6991f4aa9f96
2019-11-22 19:36:59+00:00,view,5677403,1487580008313521133,,estel,4.92,302896750,05f8aaff-91de-4ee9-bd24-6991f4aa9f96
2019-11-22 19:42:11+00:00,view,5812127,1542195323827388674,,art-visage,4.49,563022893,2852f7fa-1923-40c5-94f6-d6e05c98c2e8
2019-11-22 19:43:22+00:00,view,5864591,1542195323827388674,,,9.68,563022893,bc3a2ed9-d60a-4e4a-ba45-bf57d68c84c3
2019-11-22 19:45:33+00:00,view,5861724,1487580010335174721,,,7.62,413030138,6124d9fc-4241-4db4-b6e1-05401753bcab
2019-11-22 19:49:09+00:00,cart,5805202,1487580008447738866,,cnd,9.7,526586277,2c6d6c02-bdea-4763-815a-bca2c4892ca3
2019-11-22 19:49:32+00:00,cart,19162,1487580008447738866,,cnd,9.97,526586277,2c6d6c02-bdea-4763-815a-bca2c4892ca3
2019-11-22 19:57:42+00:00,cart,5650138,1487580008246412266,,concept,7.0,562339745,ebe40409-ef5d-4dbb-a7b5-17245290a4a4
2019-11-22 19:58:02+00:00,cart,5693615,1487580013841613016,,concept,2.29,562339745,ebe40409-ef5d-4dbb-a7b5-17245290a4a4
2019-11-22 19:59:44+00:00,cart,5700140,1487580009118826513,,concept,9.1,562339745,ebe40409-ef5d-4dbb-a7b5-17245290a4a4
2019-11-22 20:00:03+00:00,view,5693615,1487580013841613016,,concept,2.29,562339745,ebe40409-ef5d-4dbb-a7b5-17245290a4a4
2019-11-22 20:01:27+00:00,cart,5650138,1487580008246412266,,concept,7.0,562339745,ebe40409-ef5d-4dbb-a7b5-17245290a4a4
2019-11-22 20:01:29+00:00,cart,5700140,1487580009118826513,,concept,9.1,562339745,ebe40409-ef5d-4dbb-a7b5-17245290a4a4
2019-11-22 20:01:29+00:00,cart,5700140,1487580009118826513,,concept,9.1,562339745,ebe40409-ef5d-4dbb-a7b5-17245290a4a4
2019-11-22 20:01:41+00:00,cart,5693615,1487580013841613016,,concept,2.29,562339745,ebe40409-ef5d-4dbb-a7b5-17245290a4a4
2019-11-22 20:03:55+00:00,purchase,5650138,1487580008246412266,,concept,7.0,562339745,ebe40409-ef5d-4dbb-a7b5-17245290a4a4
2019-11-22 20:03:55+00:00,purchase,5693615,1487580013841613016,,concept,2.29,562339745,ebe40409-ef5d-4dbb-a7b5-17245290a4a4
2019-11-22 20:03:55+00:00,purchase,5700140,1487580009118826513,,concept,9.1,562339745,ebe40409-ef5d-4dbb-a7b5-17245290a4a4
2019-11-22 20:08:05+00:00,view,5751406,1511892746070131099,,uno,8.89,472477301,064c7315-ce39-204b-4a9b-824afbbe37a1
2019-11-22 20:08:21+00:00,cart,5751406,1511892746070131099,,uno,8.89,472477301,064c7315-ce39-204b-4a9b-824afbbe37a1
2019-11-22 20:09:02+00:00,view,5751406,1511892746070131099,,uno,8.89,472477301,064c7315-ce39-204b-4a9b-824afbbe37a1
2019-11-22 20:10:23+00:00,view,5859374,1511892746070131099,,uno,8.7,472477301,064c7315-ce39-204b-4a9b-824afbbe37a1
2019-11-22 20:11:03+00:00,view,5851919,1511892746070131099,,uno,7.57,472477301,064c7315-ce39-204b-4a9b-824afbbe37a1
2019-11-22 20:14:46+00:00,cart,5876796,1487580010100293687,,jessnail,1.32,472477301,064c7315-ce39-204b-4a9b-824afbbe37a1
2019-11-22 20:16:27+00:00,purchase,5751406,1511892746070131099,,uno,8.89,472477301,064c7315-ce39-204b-4a9b-824afbbe37a1
2019-11-22 20:16:27+00:00,purchase,5876796,1487580010100293687,,jessnail,1.32,472477301,064c7315-ce39-204b-4a9b-824afbbe37a1
2019-11-22 21:00:51+00:00,view,5774240,1487580009051717646,,,35.7,562482446,551e1bf6-1c08-4ee7-bd8e-beb6cb28d292
2019-11-22 21:10:10+00:00,view,5906119,1487580007675986893,,bpw.style,1.08,543299839,74cec93a-2e94-438c-a00f-13aa06894e34
2019-11-23 02:41:02+00:00,view,5899430,1487580008246412266,,,13.71,562234401,7f7ff37c-5b36-9f41-2446-5336f732c2f5
2019-11-23 02:41:43+00:00,cart,5899430,1487580008246412266,,,13.71,562234401,7f7ff37c-5b36-9f41-2446-5336f732c2f5
2019-11-23 02:43:19+00:00,view,5899430,1487580008246412266,,,13.71,562234401,7f7ff37c-5b36-9f41-2446-5336f732c2f5
2019-11-23 02:44:51+00:00,cart,5899427,1783999067156644376,,,14.1,562234401,7f7ff37c-5b36-9f41-2446-5336f732c2f5
2019-11-23 02:44:58+00:00,cart,5899427,1783999067156644376,,,14.1,562234401,7f7ff37c-5b36-9f41-2446-5336f732c2f5
2019-11-23 02:45:27+00:00,view,5899426,1487580009143992338,,,10.17,562234401,7f7ff37c-5b36-9f41-2446-5336f732c2f5
2019-11-23 02:45:41+00:00,cart,5899426,1487580009143992338,,,10.17,562234401,7f7ff37c-5b36-9f41-2446-5336f732c2f5
2019-11-23 02:45:47+00:00,remove_from_cart,5899427,1783999067156644376,,,14.1,562234401,7f7ff37c-5b36-9f41-2446-5336f732c2f5
2019-11-23 02:49:01+00:00,purchase,5899426,1487580009143992338,,,10.17,562234401,7f7ff37c-5b36-9f41-2446-5336f732c2f5
2019-11-23 02:49:01+00:00,purchase,5899427,1783999067156644376,,,14.1,562234401,7f7ff37c-5b36-9f41-2446-5336f732c2f5
2019-11-23 02:49:01+00:00,purchase,5899430,1487580008246412266,,,13.71,562234401,7f7ff37c-5b36-9f41-2446-5336f732c2f5
2019-11-23 06:30:18+00:00,cart,5645621,1487580008447738866,,cnd,9.7,526586277,2f9a1d82-3a8f-4fbd-bd6c-5d2a53bb2a2b
2019-11-23 06:30:22+00:00,remove_from_cart,5805202,1487580008447738866,,cnd,9.7,526586277,2f9a1d82-3a8f-4fbd-bd6c-5d2a53bb2a2b
2019-11-23 06:30:22+00:00,remove_from_cart,5805202,1487580008447738866,,cnd,9.7,526586277,2f9a1d82-3a8f-4fbd-bd6c-5d2a53bb2a2b
2019-11-23 06:34:52+00:00,purchase,5645621,1487580008447738866,,cnd,9.7,526586277,2f9a1d82-3a8f-4fbd-bd6c-5d2a53bb2a2b
2019-11-23 06:34:52+00:00,purchase,19162,1487580008447738866,,cnd,9.97,526586277,2f9a1d82-3a8f-4fbd-bd6c-5d2a53bb2a2b
2019-11-23 06:46:33+00:00,view,5809910,1602943681873052386,,grattol,4.86,562227363,8578bfdb-5306-45ce-9170-4fc3fff10dd0
2019-11-23 06:47:04+00:00,cart,5809910,1602943681873052386,,grattol,4.86,562227363,8578bfdb-5306-45ce-9170-4fc3fff10dd0
2019-11-23 07:01:18+00:00,cart,5816171,1602943681873052386,,grattol,4.97,562227363,8578bfdb-5306-45ce-9170-4fc3fff10dd0
2019-11-23 07:01:22+00:00,cart,5816171,1602943681873052386,,grattol,4.97,562227363,8578bfdb-5306-45ce-9170-4fc3fff10dd0
2019-11-23 07:01:24+00:00,cart,5816171,1602943681873052386,,grattol,4.97,562227363,8578bfdb-5306-45ce-9170-4fc3fff10dd0
2019-11-23 07:01:26+00:00,view,5816171,1602943681873052386,,grattol,4.97,562227363,8578bfdb-5306-45ce-9170-4fc3fff10dd0
2019-11-23 07:01:29+00:00,remove_from_cart,5816171,1602943681873052386,,grattol,4.97,562227363,8578bfdb-5306-45ce-9170-4fc3fff10dd0
2019-11-23 07:01:29+00:00,remove_from_cart,5816171,1602943681873052386,,grattol,4.97,562227363,8578bfdb-5306-45ce-9170-4fc3fff10dd0
2019-11-23 07:02:47+00:00,cart,5816172,1602943681873052386,,grattol,4.97,562227363,8578bfdb-5306-45ce-9170-4fc3fff10dd0
